时间,通道,频率 (Hz),温度 (C),状态
2026-06-22 18:14:20,5,2911.00,27.1,OK
2026-06-22 18:14:30,6,2733.20,27.1,OK
2026-06-22 18:14:32,7,,,Timeout/Error
2026-06-22 18:14:35,8,,,Timeout/Error
2026-06-22 18:14:47,1,2884.80,28.0,OK
2026-06-22 18:14:56,2,2847.90,27.6,OK
2026-06-22 18:15:06,3,2891.70,27.6,OK
2026-06-22 18:15:18,4,891.70,27.6,OK
2026-06-22 18:15:27,5,2911.00,27.1,OK
2026-06-22 18:15:36,6,2733.20,27.1,OK
2026-06-22 18:15:40,7,,,Timeout/Error
2026-06-22 18:15:42,8,,,Timeout/Error
2026-06-22 18:15:54,1,2884.90,28.1,OK
2026-06-22 18:16:04,2,2847.70,27.6,OK
2026-06-22 18:16:13,3,2891.70,27.6,OK
2026-06-22 18:16:25,4,891.60,27.6,OK
2026-06-22 18:16:35,5,2911.00,27.1,OK
2026-06-22 18:16:44,6,2733.20,27.1,OK
2026-06-22 18:16:46,7,,,Timeout/Error
2026-06-22 18:16:49,8,,,Timeout/Error
2026-06-22 18:17:01,1,2885.10,28.0,OK
2026-06-22 18:17:11,2,2847.80,27.5,OK
2026-06-22 18:17:20,3,2891.70,27.5,OK
2026-06-22 18:17:32,4,891.70,27.6,OK
2026-06-22 18:17:41,5,2911.00,27.1,OK
2026-06-22 18:17:50,6,2733.20,27.1,OK
2026-06-22 18:17:52,7,,,Timeout/Error
2026-06-22 18:17:55,8,,,Timeout/Error
2026-06-22 18:18:07,1,2884.70,28.0,OK
2026-06-22 18:18:17,2,2847.80,27.5,OK
2026-06-22 18:18:26,3,2891.70,27.5,OK
2026-06-22 18:18:38,4,891.80,27.6,OK
2026-06-22 18:18:47,5,2910.90,27.1,OK
2026-06-22 18:18:57,6,2733.20,27.2,OK
2026-06-22 18:19:01,7,,,Timeout/Error
2026-06-22 18:19:03,8,,,Timeout/Error
2026-06-22 18:19:15,1,2884.80,28.0,OK
2026-06-22 18:19:24,2,2847.70,27.6,OK
2026-06-22 18:19:33,3,2891.70,27.6,OK
2026-06-22 18:19:45,4,891.60,27.6,OK
2026-06-22 18:19:55,5,2911.00,27.1,OK
2026-06-22 18:20:04,6,2733.20,27.1,OK
2026-06-22 18:20:08,7,,,Timeout/Error
2026-06-22 18:20:10,8,,,Timeout/Error
2026-06-22 18:20:22,1,2884.70,28.0,OK
2026-06-22 18:20:31,2,2847.80,27.6,OK
2026-06-22 18:20:41,3,2891.60,27.6,OK
2026-06-22 18:20:52,4,891.80,27.6,OK
2026-06-22 18:21:01,5,2910.90,27.1,OK
2026-06-22 18:21:11,6,2733.20,27.1,OK
2026-06-22 18:21:15,7,,,Timeout/Error
2026-06-22 18:21:17,8,,,Timeout/Error
2026-06-22 18:21:29,1,2884.80,28.0,OK
2026-06-22 18:21:38,2,2847.80,27.6,OK
2026-06-22 18:21:47,3,2891.60,27.6,OK
2026-06-22 18:21:59,4,891.60,27.6,OK
2026-06-22 18:22:09,5,2910.90,27.1,OK
2026-06-22 18:22:18,6,2733.30,27.1,OK
2026-06-22 18:22:22,7,,,Timeout/Error
2026-06-22 18:22:24,8,,,Timeout/Error
2026-06-22 18:22:36,1,2884.80,28.1,OK
2026-06-22 18:22:46,2,2847.70,27.7,OK
2026-06-22 18:22:56,3,2891.70,27.7,OK
2026-06-22 18:23:07,4,891.60,27.7,OK
2026-06-22 18:23:17,5,2910.90,27.2,OK
2026-06-22 18:23:27,6,2733.20,27.2,OK
2026-06-22 18:23:30,7,,,Timeout/Error
2026-06-22 18:23:33,8,,,Timeout/Error
2026-06-22 18:23:45,1,2885.10,28.1,OK
2026-06-22 18:23:54,2,2847.80,27.6,OK
2026-06-22 18:24:03,3,2891.70,27.6,OK
2026-06-22 18:24:15,4,891.50,27.6,OK
2026-06-22 18:24:24,5,2911.00,27.2,OK
2026-06-22 18:24:34,6,2733.20,27.2,OK
2026-06-22 18:24:37,7,,,Timeout/Error
2026-06-22 18:24:40,8,,,Timeout/Error
2026-06-22 18:24:52,1,2885.10,28.0,OK
2026-06-22 18:25:01,2,2847.80,27.6,OK
2026-06-22 18:25:10,3,2891.70,27.6,OK
2026-06-22 18:25:22,4,891.40,27.6,OK
2026-06-22 18:25:31,5,2910.90,27.2,OK
2026-06-22 18:25:41,6,2733.20,27.2,OK
2026-06-22 18:25:44,7,,,Timeout/Error
2026-06-22 18:25:47,8,,,Timeout/Error
2026-06-22 18:25:59,1,2884.70,28.0,OK
2026-06-22 18:26:08,2,2847.80,27.6,OK
2026-06-22 18:26:18,3,2891.80,27.6,OK
2026-06-22 18:26:30,4,891.50,27.6,OK
2026-06-22 18:26:39,5,2911.00,27.1,OK
2026-06-22 18:26:48,6,2733.20,27.1,OK
2026-06-22 18:26:52,7,,,Timeout/Error
2026-06-22 18:26:54,8,,,Timeout/Error
2026-06-22 18:27:06,1,2884.70,28.0,OK
2026-06-22 18:27:16,2,2847.90,27.6,OK
2026-06-22 18:27:26,3,2891.60,27.6,OK
2026-06-22 18:27:37,4,891.40,27.6,OK
2026-06-22 18:27:47,5,2911.00,27.1,OK
2026-06-22 18:27:56,6,2733.20,27.1,OK
2026-06-22 18:27:59,7,,,Timeout/Error
2026-06-22 18:28:01,8,,,Timeout/Error
2026-06-22 18:28:13,1,2884.90,28.0,OK
2026-06-22 18:28:23,2,2847.80,27.6,OK
2026-06-22 18:28:32,3,2891.70,27.6,OK
2026-06-22 18:28:44,4,891.60,27.6,OK
2026-06-22 18:28:53,5,2911.00,27.2,OK
2026-06-22 18:29:03,6,2733.20,27.2,OK
2026-06-22 18:29:07,7,,,Timeout/Error
2026-06-22 18:29:09,8,,,Timeout/Error
2026-06-22 18:29:21,1,2884.90,28.0,OK
2026-06-22 18:29:31,2,2847.70,27.6,OK
2026-06-22 18:29:41,3,2891.80,27.6,OK
2026-06-22 18:29:52,4,891.40,27.6,OK
2026-06-22 18:30:02,5,2910.80,27.1,OK
2026-06-22 18:30:11,6,2733.20,27.1,OK
2026-06-22 18:30:13,7,,,Timeout/Error
2026-06-22 18:30:16,8,,,Timeout/Error
2026-06-22 18:30:28,1,2884.90,28.0,OK
2026-06-22 18:30:38,2,2847.80,27.6,OK
2026-06-22 18:30:47,3,2891.70,27.6,OK
2026-06-22 18:30:59,4,891.50,27.6,OK
2026-06-22 18:31:08,5,2911.00,27.1,OK
2026-06-22 18:31:17,6,2733.20,27.1,OK
2026-06-22 18:31:21,7,,,Timeout/Error
2026-06-22 18:31:24,8,,,Timeout/Error
2026-06-22 18:31:36,1,2885.00,28.0,OK
2026-06-22 18:31:45,2,2847.80,27.6,OK
2026-06-22 18:31:55,3,2891.70,27.6,OK
2026-06-22 18:32:06,4,891.50,27.6,OK
2026-06-22 18:32:16,5,2910.90,27.1,OK
2026-06-22 18:32:25,6,2733.20,27.1,OK
2026-06-22 18:32:27,7,,,Timeout/Error
2026-06-22 18:32:30,8,,,Timeout/Error
2026-06-22 18:32:42,1,2884.70,28.1,OK
2026-06-22 18:32:51,2,2847.80,27.7,OK
2026-06-22 18:33:01,3,2891.70,27.7,OK
2026-06-22 18:33:12,4,891.50,27.7,OK
2026-06-22 18:33:22,5,2911.00,27.2,OK
2026-06-22 18:33:31,6,2733.30,27.2,OK
2026-06-22 18:33:35,7,,,Timeout/Error
2026-06-22 18:33:38,8,,,Timeout/Error
2026-06-22 18:33:49,1,2885.00,28.1,OK
2026-06-22 18:33:59,2,2847.70,27.7,OK
2026-06-22 18:34:08,3,2891.80,27.7,OK
2026-06-22 18:34:20,4,891.40,27.7,OK
2026-06-22 18:34:30,5,2910.90,27.2,OK
2026-06-22 18:34:39,6,2733.20,27.2,OK
2026-06-22 18:34:41,7,,,Timeout/Error
2026-06-22 18:34:44,8,,,Timeout/Error
2026-06-22 18:34:56,1,2885.10,28.1,OK
2026-06-22 18:35:05,2,2847.70,27.6,OK
2026-06-22 18:35:14,3,2891.70,27.6,OK
2026-06-22 18:35:26,4,891.50,27.6,OK
2026-06-22 18:35:35,5,2910.90,27.2,OK
2026-06-22 18:35:45,6,2733.30,27.2,OK
2026-06-22 18:35:47,7,,,Timeout/Error
2026-06-22 18:35:50,8,,,Timeout/Error
2026-06-22 18:36:02,1,2884.80,28.1,OK
2026-06-22 18:36:11,2,2847.80,27.7,OK
2026-06-22 18:36:20,3,2891.60,27.7,OK
2026-06-22 18:36:32,4,891.60,27.7,OK
2026-06-22 18:36:41,5,2910.90,27.2,OK
2026-06-22 18:36:51,6,2733.20,27.2,OK
2026-06-22 18:36:55,7,,,Timeout/Error
2026-06-22 18:36:57,8,,,Timeout/Error
2026-06-22 18:37:09,1,2884.70,28.0,OK
2026-06-22 18:37:19,2,2847.80,27.6,OK
2026-06-22 18:37:28,3,2891.80,27.6,OK
2026-06-22 18:37:40,4,891.60,27.6,OK
2026-06-22 18:37:49,5,2910.90,27.2,OK
2026-06-22 18:37:58,6,2733.20,27.2,OK
2026-06-22 18:38:01,7,,,Timeout/Error
2026-06-22 18:38:03,8,,,Timeout/Error
2026-06-22 18:38:15,1,2884.80,28.1,OK
2026-06-22 18:38:25,2,2847.80,27.7,OK
2026-06-22 18:38:34,3,2891.70,27.7,OK
2026-06-22 18:38:46,4,891.50,27.7,OK
2026-06-22 18:38:56,5,2910.90,27.2,OK
2026-06-22 18:39:05,6,2733.20,27.2,OK
2026-06-22 18:39:09,7,,,Timeout/Error
2026-06-22 18:39:11,8,,,Timeout/Error
2026-06-22 18:39:23,1,2884.70,28.1,OK
2026-06-22 18:39:33,2,2847.80,27.7,OK
2026-06-22 18:39:43,3,2891.70,27.7,OK
2026-06-22 18:39:55,4,891.60,27.7,OK
2026-06-22 18:40:04,5,2910.90,27.2,OK
2026-06-22 18:40:13,6,2733.20,27.2,OK
2026-06-22 18:40:15,7,,,Timeout/Error
2026-06-22 18:40:18,8,,,Timeout/Error
2026-06-22 18:40:30,1,2884.80,28.1,OK
2026-06-22 18:40:40,2,2847.80,27.7,OK
2026-06-22 18:40:49,3,2891.70,27.7,OK
2026-06-22 18:41:01,4,891.60,27.7,OK
2026-06-22 18:41:10,5,2910.90,27.2,OK
2026-06-22 18:41:20,6,2733.20,27.2,OK
2026-06-22 18:41:24,7,,,Timeout/Error
2026-06-22 18:41:26,8,,,Timeout/Error
2026-06-22 18:41:38,1,2884.70,28.1,OK
2026-06-22 18:41:47,2,2847.70,27.7,OK
2026-06-22 18:41:57,3,2891.70,27.7,OK
2026-06-22 18:42:08,4,891.60,27.7,OK
2026-06-22 18:42:17,5,2910.90,27.2,OK
2026-06-22 18:42:27,6,2733.20,27.2,OK
2026-06-22 18:42:29,7,,,Timeout/Error
2026-06-22 18:42:32,8,,,Timeout/Error
2026-06-22 18:42:44,1,2885.00,28.1,OK
2026-06-22 18:42:53,2,2847.80,27.7,OK
2026-06-22 18:43:02,3,2891.60,27.7,OK
2026-06-22 18:43:13,4,891.70,27.7,OK
2026-06-22 18:43:23,5,2910.90,27.2,OK
2026-06-22 18:43:33,6,2733.30,27.2,OK
2026-06-22 18:43:36,7,,,Timeout/Error
2026-06-22 18:43:39,8,,,Timeout/Error
2026-06-22 18:43:50,1,2884.70,28.1,OK
2026-06-22 18:44:00,2,2847.70,27.7,OK
2026-06-22 18:44:09,3,2891.70,27.7,OK
2026-06-22 18:44:21,4,891.50,27.7,OK
2026-06-22 18:44:30,5,2910.90,27.2,OK
2026-06-22 18:44:40,6,2733.20,27.2,OK
2026-06-22 18:44:44,7,,,Timeout/Error
2026-06-22 18:44:46,8,,,Timeout/Error
2026-06-22 18:44:58,1,2884.80,28.1,OK
2026-06-22 18:45:08,2,2847.80,27.7,OK
2026-06-22 18:45:17,3,2891.70,27.7,OK
2026-06-22 18:45:28,4,891.70,27.7,OK
2026-06-22 18:45:37,5,2910.90,27.2,OK
2026-06-22 18:45:47,6,2733.20,27.2,OK
2026-06-22 18:45:51,7,,,Timeout/Error
2026-06-22 18:45:53,8,,,Timeout/Error
2026-06-22 18:46:05,1,2884.80,28.1,OK
2026-06-22 18:46:15,2,2847.70,27.7,OK
2026-06-22 18:46:24,3,2891.70,27.7,OK
2026-06-22 18:46:35,4,891.80,27.7,OK
2026-06-22 18:46:44,5,2910.90,27.2,OK
2026-06-22 18:46:54,6,2733.20,27.2,OK
2026-06-22 18:46:57,7,,,Timeout/Error
2026-06-22 18:47:00,8,,,Timeout/Error
2026-06-22 18:47:12,1,2884.70,28.1,OK
2026-06-22 18:47:22,2,2847.80,27.7,OK
2026-06-22 18:47:31,3,2891.70,27.7,OK
2026-06-22 18:47:43,4,891.50,27.7,OK
2026-06-22 18:47:52,5,2910.90,27.2,OK
2026-06-22 18:48:02,6,2733.30,27.2,OK
2026-06-22 18:48:04,7,,,Timeout/Error
2026-06-22 18:48:07,8,,,Timeout/Error
2026-06-22 18:48:18,1,2885.20,28.1,OK
2026-06-22 18:48:28,2,2847.70,27.7,OK
2026-06-22 18:48:38,3,2891.70,27.7,OK
2026-06-22 18:48:49,4,891.50,27.7,OK
2026-06-22 18:48:59,5,2910.90,27.2,OK
2026-06-22 18:49:08,6,2733.20,27.2,OK
2026-06-22 18:49:12,7,,,Timeout/Error
2026-06-22 18:49:14,8,,,Timeout/Error
2026-06-22 18:49:26,1,2884.70,28.1,OK
2026-06-22 18:49:36,2,2847.70,27.7,OK
2026-06-22 18:49:46,3,2891.60,27.7,OK
2026-06-22 18:49:57,4,891.70,27.7,OK
2026-06-22 18:50:07,5,2910.80,27.2,OK
2026-06-22 18:50:16,6,2733.30,27.2,OK
2026-06-22 18:50:20,7,,,Timeout/Error
2026-06-22 18:50:23,8,,,Timeout/Error
2026-06-22 18:50:34,1,2885.00,28.1,OK
2026-06-22 18:50:44,2,2847.70,27.7,OK
2026-06-22 18:50:54,3,2891.70,27.7,OK
2026-06-22 18:51:06,4,891.40,27.7,OK
2026-06-22 18:51:16,5,2910.90,27.2,OK
2026-06-22 18:51:25,6,2733.20,27.2,OK
2026-06-22 18:51:29,7,,,Timeout/Error
2026-06-22 18:51:31,8,,,Timeout/Error
2026-06-22 18:51:43,1,2884.70,28.1,OK
2026-06-22 18:51:53,2,2847.70,27.7,OK
2026-06-22 18:52:03,3,2891.70,27.7,OK
2026-06-22 18:52:15,4,891.60,27.7,OK
2026-06-22 18:52:24,5,2910.90,27.2,OK
2026-06-22 18:52:33,6,2733.20,27.2,OK
2026-06-22 18:52:35,7,,,Timeout/Error
2026-06-22 18:52:38,8,,,Timeout/Error
2026-06-22 18:52:50,1,2884.70,28.2,OK
2026-06-22 18:52:59,2,2847.80,27.7,OK
2026-06-22 18:53:09,3,2891.70,27.7,OK
2026-06-22 18:53:21,4,891.50,27.7,OK
2026-06-22 18:53:31,5,2910.90,27.2,OK
2026-06-22 18:53:40,6,2733.20,27.2,OK
2026-06-22 18:53:44,7,,,Timeout/Error
2026-06-22 18:53:46,8,,,Timeout/Error
2026-06-22 18:53:58,1,2884.60,28.2,OK
2026-06-22 18:54:07,2,2847.80,27.7,OK
2026-06-22 18:54:16,3,2891.70,27.7,OK
2026-06-22 18:54:28,4,891.60,27.7,OK
2026-06-22 18:54:38,5,2910.90,27.2,OK
2026-06-22 18:54:48,6,2733.20,27.2,OK
2026-06-22 18:54:51,7,,,Timeout/Error
2026-06-22 18:54:54,8,,,Timeout/Error
2026-06-22 18:55:06,1,2884.80,28.2,OK
2026-06-22 18:55:15,2,2847.70,27.7,OK
2026-06-22 18:55:24,3,2891.70,27.7,OK
2026-06-22 18:55:35,4,891.60,27.7,OK
2026-06-22 18:55:45,5,2911.00,27.2,OK
2026-06-22 18:55:55,6,2733.20,27.2,OK
2026-06-22 18:55:58,7,,,Timeout/Error
2026-06-22 18:56:01,8,,,Timeout/Error
2026-06-22 18:56:13,1,2884.90,28.1,OK
2026-06-22 18:56:22,2,2847.80,27.7,OK
2026-06-22 18:56:31,3,2891.70,27.7,OK
2026-06-22 18:56:43,4,891.60,27.7,OK
2026-06-22 18:56:52,5,2910.90,27.2,OK
2026-06-22 18:57:02,6,2733.10,27.2,OK
2026-06-22 18:57:05,7,,,Timeout/Error
2026-06-22 18:57:08,8,,,Timeout/Error
2026-06-22 18:57:20,1,2885.00,28.1,OK
2026-06-22 18:57:29,2,2847.80,27.7,OK
2026-06-22 18:57:38,3,2891.70,27.7,OK
2026-06-22 18:57:50,4,891.50,27.7,OK
2026-06-22 18:57:59,5,2910.90,27.2,OK
2026-06-22 18:58:09,6,2733.20,27.2,OK
2026-06-22 18:58:12,7,,,Timeout/Error
2026-06-22 18:58:15,8,,,Timeout/Error
2026-06-22 18:58:27,1,2885.00,28.1,OK
2026-06-22 18:58:36,2,2847.80,27.7,OK
2026-06-22 18:58:45,3,2891.60,27.7,OK
2026-06-22 18:58:57,4,891.50,27.7,OK
2026-06-22 18:59:07,5,2910.90,27.2,OK
2026-06-22 18:59:16,6,2733.30,27.2,OK
2026-06-22 18:59:18,7,,,Timeout/Error
2026-06-22 18:59:21,8,,,Timeout/Error
2026-06-22 18:59:33,1,2884.90,28.1,OK
2026-06-22 18:59:43,2,2847.80,27.7,OK
2026-06-22 18:59:52,3,2891.80,27.7,OK
2026-06-22 19:00:04,4,891.60,27.7,OK
2026-06-22 19:00:13,5,2910.90,27.2,OK
2026-06-22 19:00:22,6,2733.20,27.2,OK
2026-06-22 19:00:25,7,,,Timeout/Error
2026-06-22 19:00:27,8,,,Timeout/Error
2026-06-22 19:00:39,1,2884.90,28.2,OK
2026-06-22 19:00:49,2,2847.80,27.7,OK
2026-06-22 19:00:58,3,2891.70,27.7,OK
2026-06-22 19:01:10,4,891.70,27.7,OK
2026-06-22 19:01:19,5,2910.70,27.2,OK
2026-06-22 19:01:29,6,2733.20,27.2,OK
2026-06-22 19:01:33,7,,,Timeout/Error
2026-06-22 19:01:35,8,,,Timeout/Error
2026-06-22 19:01:47,1,2884.80,28.2,OK
2026-06-22 19:01:57,2,2847.80,27.7,OK
2026-06-22 19:02:06,3,2891.60,27.7,OK
2026-06-22 19:02:18,4,891.70,27.7,OK
2026-06-22 19:02:28,5,2910.90,27.2,OK
2026-06-22 19:02:37,6,2733.20,27.2,OK
2026-06-22 19:02:41,7,,,Timeout/Error
2026-06-22 19:02:43,8,,,Timeout/Error
2026-06-22 19:02:55,1,2884.90,28.2,OK
2026-06-22 19:03:05,2,2847.80,27.7,OK
2026-06-22 19:03:15,3,2891.80,27.7,OK
2026-06-22 19:03:27,4,891.60,27.7,OK
2026-06-22 19:03:36,5,2910.90,27.2,OK
2026-06-22 19:03:46,6,2733.20,27.2,OK
2026-06-22 19:03:50,7,,,Timeout/Error
2026-06-22 19:03:52,8,,,Timeout/Error
2026-06-22 19:04:04,1,2884.80,28.2,OK
2026-06-22 19:04:14,2,2847.70,27.8,OK
2026-06-22 19:04:24,3,2891.80,27.8,OK
2026-06-22 19:04:35,4,891.80,27.8,OK
2026-06-22 19:04:45,5,2910.80,27.3,OK
2026-06-22 19:04:54,6,2733.30,27.3,OK
2026-06-22 19:04:58,7,,,Timeout/Error
2026-06-22 19:05:01,8,,,Timeout/Error
2026-06-22 19:05:12,1,2885.10,28.1,OK
2026-06-22 19:05:22,2,2847.70,27.7,OK
2026-06-22 19:05:32,3,2891.70,27.7,OK
2026-06-22 19:05:44,4,891.70,27.7,OK
2026-06-22 19:05:53,5,2910.90,27.2,OK
2026-06-22 19:06:02,6,2733.20,27.2,OK
2026-06-22 19:06:05,7,,,Timeout/Error
2026-06-22 19:06:07,8,,,Timeout/Error
2026-06-22 19:06:19,1,2884.90,28.2,OK
2026-06-22 19:06:28,2,2847.80,27.8,OK
2026-06-22 19:06:38,3,2891.60,27.8,OK
2026-06-22 19:06:49,4,891.50,27.8,OK
2026-06-22 19:06:59,5,2910.90,27.3,OK
2026-06-22 19:07:08,6,2733.20,27.3,OK
2026-06-22 19:07:12,7,,,Timeout/Error
2026-06-22 19:07:14,8,,,Timeout/Error
2026-06-22 19:07:26,1,2885.00,28.2,OK
2026-06-22 19:07:36,2,2847.70,27.8,OK
2026-06-22 19:07:45,3,2891.70,27.8,OK
