时间,通道,频率 (Hz),温度 (C),状态
2026-06-22 14:07:40,4,,,Timeout/Error
2026-06-22 14:07:41,5,,,Timeout/Error
2026-06-22 14:07:41,6,,,Timeout/Error
2026-06-22 14:07:42,7,,,Timeout/Error
2026-06-22 14:07:43,8,,,Timeout/Error
2026-06-22 14:07:44,1,,,Timeout/Error
2026-06-22 14:07:45,2,,,Timeout/Error
2026-06-22 14:07:45,3,,,Timeout/Error
2026-06-22 14:07:46,4,,,Timeout/Error
2026-06-22 14:07:47,5,,,Timeout/Error
2026-06-22 14:07:48,6,,,Timeout/Error
2026-06-22 14:07:49,7,,,Timeout/Error
2026-06-22 14:07:49,8,,,Timeout/Error
2026-06-22 14:07:50,1,,,Timeout/Error
2026-06-22 14:07:51,2,,,Timeout/Error
2026-06-22 14:07:52,3,,,Timeout/Error
2026-06-22 14:07:53,4,,,Timeout/Error
2026-06-22 14:07:53,5,,,Timeout/Error
2026-06-22 14:07:54,6,,,Timeout/Error
2026-06-22 14:07:55,7,,,Timeout/Error
2026-06-22 14:07:56,8,,,Timeout/Error
2026-06-22 14:07:57,1,,,Timeout/Error
2026-06-22 14:07:57,2,,,Timeout/Error
2026-06-22 14:07:58,3,,,Timeout/Error
2026-06-22 14:07:59,4,,,Timeout/Error
2026-06-22 14:08:00,5,,,Timeout/Error
2026-06-22 14:08:00,6,,,Timeout/Error
2026-06-22 14:08:01,7,,,Timeout/Error
2026-06-22 14:08:02,8,,,Timeout/Error
2026-06-22 14:08:03,1,,,Timeout/Error
2026-06-22 14:08:04,2,,,Timeout/Error
2026-06-22 14:08:04,3,,,Timeout/Error
2026-06-22 14:08:05,4,,,Timeout/Error
2026-06-22 14:08:10,1,,,Timeout/Error
2026-06-22 14:08:11,2,,,Timeout/Error
2026-06-22 14:08:12,3,,,Timeout/Error
2026-06-22 14:08:13,4,,,Timeout/Error
2026-06-22 14:08:13,5,,,Timeout/Error
2026-06-22 14:08:14,6,,,Timeout/Error
2026-06-22 14:08:15,7,,,Timeout/Error
2026-06-22 14:08:16,8,,,Timeout/Error
2026-06-22 14:08:16,1,,,Timeout/Error
2026-06-22 14:08:17,2,,,Timeout/Error
2026-06-22 14:08:18,3,,,Timeout/Error
2026-06-22 14:08:19,4,,,Timeout/Error
2026-06-22 14:08:20,5,,,Timeout/Error
2026-06-22 14:08:20,6,,,Timeout/Error
2026-06-22 14:08:21,7,,,Timeout/Error
2026-06-22 14:08:22,8,,,Timeout/Error
2026-06-22 14:08:23,1,,,Timeout/Error
2026-06-22 14:08:24,2,,,Timeout/Error
2026-06-22 14:08:24,3,,,Timeout/Error
2026-06-22 14:08:25,4,,,Timeout/Error
2026-06-22 14:08:26,5,,,Timeout/Error
2026-06-22 14:08:27,6,,,Timeout/Error
2026-06-22 14:08:28,7,,,Timeout/Error
2026-06-22 14:08:28,8,,,Timeout/Error
2026-06-22 14:08:29,1,,,Timeout/Error
2026-06-22 14:08:30,2,,,Timeout/Error
2026-06-22 14:08:31,3,,,Timeout/Error
2026-06-22 14:08:31,4,,,Timeout/Error
2026-06-22 14:08:32,5,,,Timeout/Error
2026-06-22 14:08:33,6,,,Timeout/Error
2026-06-22 14:08:34,7,,,Timeout/Error
2026-06-22 14:08:35,8,,,Timeout/Error
2026-06-22 14:08:35,1,,,Timeout/Error
2026-06-22 14:08:36,2,,,Timeout/Error
2026-06-22 14:08:37,3,,,Timeout/Error
2026-06-22 14:08:38,4,,,Timeout/Error
2026-06-22 14:08:39,5,,,Timeout/Error
2026-06-22 14:08:39,6,,,Timeout/Error
2026-06-22 14:08:40,7,,,Timeout/Error
2026-06-22 14:08:41,8,,,Timeout/Error
2026-06-22 14:08:42,1,,,Timeout/Error
2026-06-22 14:08:43,2,,,Timeout/Error
2026-06-22 14:08:43,3,,,Timeout/Error
2026-06-22 14:08:44,4,,,Timeout/Error
2026-06-22 14:08:45,5,,,Timeout/Error
2026-06-22 14:08:46,6,,,Timeout/Error
2026-06-22 14:08:46,7,,,Timeout/Error
2026-06-22 14:08:47,8,,,Timeout/Error
2026-06-22 14:08:48,1,,,Timeout/Error
2026-06-22 14:08:49,2,,,Timeout/Error
2026-06-22 14:08:50,3,,,Timeout/Error
2026-06-22 14:08:50,4,,,Timeout/Error
2026-06-22 14:08:51,5,,,Timeout/Error
2026-06-22 14:08:52,6,,,Timeout/Error
2026-06-22 14:08:53,7,,,Timeout/Error
2026-06-22 14:08:54,8,,,Timeout/Error
2026-06-22 14:08:54,1,,,Timeout/Error
2026-06-22 14:08:55,2,,,Timeout/Error
2026-06-22 14:08:56,3,,,Timeout/Error
2026-06-22 14:08:57,4,,,Timeout/Error
2026-06-22 14:08:58,5,,,Timeout/Error
2026-06-22 14:08:58,6,,,Timeout/Error
2026-06-22 14:08:59,7,,,Timeout/Error
2026-06-22 14:09:00,8,,,Timeout/Error
2026-06-22 14:09:01,1,,,Timeout/Error
2026-06-22 14:09:01,2,,,Timeout/Error
2026-06-22 14:09:02,3,,,Timeout/Error
2026-06-22 14:09:03,4,,,Timeout/Error
2026-06-22 14:09:04,5,,,Timeout/Error
2026-06-22 14:09:05,6,,,Timeout/Error
2026-06-22 14:09:05,7,,,Timeout/Error
2026-06-22 14:09:06,8,,,Timeout/Error
2026-06-22 14:09:07,1,,,Timeout/Error
2026-06-22 14:09:08,2,,,Timeout/Error
2026-06-22 14:09:09,3,,,Timeout/Error
2026-06-22 14:09:09,4,,,Timeout/Error
2026-06-22 14:09:10,5,,,Timeout/Error
2026-06-22 14:09:11,6,,,Timeout/Error
2026-06-22 14:09:12,7,,,Timeout/Error
2026-06-22 14:09:13,8,,,Timeout/Error
2026-06-22 14:09:13,1,,,Timeout/Error
2026-06-22 14:09:14,2,,,Timeout/Error
2026-06-22 14:09:15,3,,,Timeout/Error
2026-06-22 14:09:16,4,,,Timeout/Error
2026-06-22 14:09:16,5,,,Timeout/Error
2026-06-22 14:09:17,6,,,Timeout/Error
2026-06-22 14:09:18,7,,,Timeout/Error
2026-06-22 14:09:19,8,,,Timeout/Error
2026-06-22 14:09:20,1,,,Timeout/Error
2026-06-22 14:09:20,2,,,Timeout/Error
2026-06-22 14:09:21,3,,,Timeout/Error
2026-06-22 14:09:22,4,,,Timeout/Error
2026-06-22 14:09:23,5,,,Timeout/Error
2026-06-22 14:09:24,6,,,Timeout/Error
2026-06-22 14:09:24,7,,,Timeout/Error
2026-06-22 14:09:25,8,,,Timeout/Error
2026-06-22 14:09:26,1,,,Timeout/Error
2026-06-22 14:09:27,2,,,Timeout/Error
2026-06-22 14:09:28,3,,,Timeout/Error
2026-06-22 14:09:28,4,,,Timeout/Error
2026-06-22 14:09:29,5,,,Timeout/Error
2026-06-22 14:09:30,6,,,Timeout/Error
2026-06-22 14:09:31,7,,,Timeout/Error
2026-06-22 14:09:32,8,,,Timeout/Error
2026-06-22 14:09:32,1,,,Timeout/Error
2026-06-22 14:09:33,2,,,Timeout/Error
2026-06-22 14:09:34,3,,,Timeout/Error
2026-06-22 14:09:35,4,,,Timeout/Error
2026-06-22 14:09:35,5,,,Timeout/Error
2026-06-22 14:09:36,6,,,Timeout/Error
2026-06-22 14:09:37,7,,,Timeout/Error
2026-06-22 14:09:38,8,,,Timeout/Error
2026-06-22 14:09:39,1,,,Timeout/Error
2026-06-22 14:09:39,2,,,Timeout/Error
2026-06-22 14:09:40,3,,,Timeout/Error
2026-06-22 14:09:41,4,,,Timeout/Error
2026-06-22 14:09:42,5,,,Timeout/Error
2026-06-22 14:09:43,6,,,Timeout/Error
2026-06-22 14:09:43,7,,,Timeout/Error
2026-06-22 14:09:44,8,,,Timeout/Error
2026-06-22 14:09:45,1,,,Timeout/Error
2026-06-22 14:09:46,2,,,Timeout/Error
2026-06-22 14:09:47,3,,,Timeout/Error
2026-06-22 14:09:47,4,,,Timeout/Error
2026-06-22 14:09:48,5,,,Timeout/Error
2026-06-22 14:09:49,6,,,Timeout/Error
2026-06-22 14:09:50,7,,,Timeout/Error
2026-06-22 14:09:50,8,,,Timeout/Error
2026-06-22 14:09:51,1,,,Timeout/Error
2026-06-22 14:09:52,2,,,Timeout/Error
2026-06-22 14:09:53,3,,,Timeout/Error
2026-06-22 14:09:54,4,,,Timeout/Error
2026-06-22 14:09:54,5,,,Timeout/Error
2026-06-22 14:09:55,6,,,Timeout/Error
2026-06-22 14:09:56,7,,,Timeout/Error
2026-06-22 14:09:57,8,,,Timeout/Error
2026-06-22 14:09:58,1,,,Timeout/Error
2026-06-22 14:09:58,2,,,Timeout/Error
2026-06-22 14:09:59,3,,,Timeout/Error
2026-06-22 14:10:00,4,,,Timeout/Error
2026-06-22 14:10:01,5,,,Timeout/Error
2026-06-22 14:10:02,6,,,Timeout/Error
2026-06-22 14:10:02,7,,,Timeout/Error
2026-06-22 14:10:03,8,,,Timeout/Error
2026-06-22 14:10:04,1,,,Timeout/Error
2026-06-22 14:10:05,2,,,Timeout/Error
2026-06-22 14:10:05,3,,,Timeout/Error
2026-06-22 14:10:06,4,,,Timeout/Error
2026-06-22 14:10:07,5,,,Timeout/Error
2026-06-22 14:10:08,6,,,Timeout/Error
2026-06-22 14:10:09,7,,,Timeout/Error
2026-06-22 14:10:09,8,,,Timeout/Error
2026-06-22 14:10:10,1,,,Timeout/Error
2026-06-22 14:10:11,2,,,Timeout/Error
2026-06-22 14:10:12,3,,,Timeout/Error
2026-06-22 14:10:13,4,,,Timeout/Error
2026-06-22 14:10:13,5,,,Timeout/Error
2026-06-22 14:10:14,6,,,Timeout/Error
2026-06-22 14:10:15,7,,,Timeout/Error
2026-06-22 14:10:16,8,,,Timeout/Error
2026-06-22 14:10:17,1,,,Timeout/Error
2026-06-22 14:10:17,2,,,Timeout/Error
2026-06-22 14:10:18,3,,,Timeout/Error
2026-06-22 14:10:19,4,,,Timeout/Error
2026-06-22 14:10:20,5,,,Timeout/Error
2026-06-22 14:10:20,6,,,Timeout/Error
2026-06-22 14:10:21,7,,,Timeout/Error
2026-06-22 14:10:22,8,,,Timeout/Error
2026-06-22 14:10:23,1,,,Timeout/Error
2026-06-22 14:10:24,2,,,Timeout/Error
2026-06-22 14:10:24,3,,,Timeout/Error
2026-06-22 14:10:25,4,,,Timeout/Error
2026-06-22 14:10:26,5,,,Timeout/Error
2026-06-22 14:10:27,6,,,Timeout/Error
2026-06-22 14:10:28,7,,,Timeout/Error
2026-06-22 14:10:32,1,,,Timeout/Error
2026-06-22 14:10:33,2,,,Timeout/Error
2026-06-22 14:10:34,3,,,Timeout/Error
2026-06-22 14:10:35,4,,,Timeout/Error
2026-06-22 14:10:36,5,,,Timeout/Error
2026-06-22 14:10:36,6,,,Timeout/Error
2026-06-22 14:10:37,7,,,Timeout/Error
2026-06-22 14:10:38,8,,,Timeout/Error
2026-06-22 14:10:39,1,,,Timeout/Error
2026-06-22 14:10:39,2,,,Timeout/Error
2026-06-22 14:10:40,3,,,Timeout/Error
2026-06-22 14:10:41,4,,,Timeout/Error
2026-06-22 14:10:42,5,,,Timeout/Error
2026-06-22 14:10:43,6,,,Timeout/Error
2026-06-22 14:10:43,7,,,Timeout/Error
2026-06-22 14:10:48,1,,,Timeout/Error
2026-06-22 14:10:49,2,,,Timeout/Error
2026-06-22 14:10:50,3,,,Timeout/Error
2026-06-22 14:10:51,4,,,Timeout/Error
2026-06-22 14:10:52,5,,,Timeout/Error
2026-06-22 14:10:52,6,,,Timeout/Error
2026-06-22 14:10:53,7,,,Timeout/Error
2026-06-22 14:10:54,8,,,Timeout/Error
2026-06-22 14:10:55,1,,,Timeout/Error
2026-06-22 14:10:55,2,,,Timeout/Error
2026-06-22 14:10:56,3,,,Timeout/Error
2026-06-22 14:10:57,4,,,Timeout/Error
2026-06-22 14:10:58,5,,,Timeout/Error
2026-06-22 14:10:59,6,,,Timeout/Error
2026-06-22 14:10:59,7,,,Timeout/Error
2026-06-22 14:11:00,8,,,Timeout/Error
2026-06-22 14:11:01,1,,,Timeout/Error
2026-06-22 14:11:02,2,,,Timeout/Error
2026-06-22 14:11:03,3,,,Timeout/Error
2026-06-22 14:11:03,4,,,Timeout/Error
2026-06-22 14:11:04,5,,,Timeout/Error
2026-06-22 14:11:05,6,,,Timeout/Error
2026-06-22 14:11:06,7,,,Timeout/Error
2026-06-22 14:11:07,8,,,Timeout/Error
2026-06-22 14:11:07,1,,,Timeout/Error
2026-06-22 14:11:08,2,,,Timeout/Error
2026-06-22 14:11:09,3,,,Timeout/Error
2026-06-22 14:11:10,4,,,Timeout/Error
2026-06-22 14:11:11,5,,,Timeout/Error
2026-06-22 14:11:11,6,,,Timeout/Error
2026-06-22 14:11:12,7,,,Timeout/Error
2026-06-22 14:11:13,8,,,Timeout/Error
2026-06-22 14:11:14,1,,,Timeout/Error
2026-06-22 14:11:14,2,,,Timeout/Error
2026-06-22 14:11:15,3,,,Timeout/Error
2026-06-22 14:11:16,4,,,Timeout/Error
2026-06-22 14:11:17,5,,,Timeout/Error
2026-06-22 14:11:18,6,,,Timeout/Error
2026-06-22 14:11:18,7,,,Timeout/Error
2026-06-22 14:11:19,8,,,Timeout/Error
2026-06-22 14:11:20,1,,,Timeout/Error
2026-06-22 14:11:21,2,,,Timeout/Error
2026-06-22 14:11:22,3,,,Timeout/Error
2026-06-22 14:11:34,1,,,Timeout/Error
2026-06-22 14:11:35,2,,,Timeout/Error
2026-06-22 14:11:35,3,,,Timeout/Error
2026-06-22 14:11:36,4,,,Timeout/Error
2026-06-22 14:11:37,5,,,Timeout/Error
2026-06-22 14:11:38,6,,,Timeout/Error
2026-06-22 14:11:39,7,,,Timeout/Error
2026-06-22 14:11:39,8,,,Timeout/Error
2026-06-22 14:11:40,1,,,Timeout/Error
2026-06-22 14:11:41,2,,,Timeout/Error
2026-06-22 14:11:42,3,,,Timeout/Error
2026-06-22 14:11:43,4,,,Timeout/Error
2026-06-22 14:11:43,5,,,Timeout/Error
2026-06-22 14:11:44,6,,,Timeout/Error
2026-06-22 14:11:45,7,,,Timeout/Error
2026-06-22 14:11:46,8,,,Timeout/Error
2026-06-22 14:11:47,1,,,Timeout/Error
2026-06-22 14:11:47,2,,,Timeout/Error
2026-06-22 14:11:48,3,,,Timeout/Error
2026-06-22 14:11:49,4,,,Timeout/Error
2026-06-22 14:11:50,5,,,Timeout/Error
2026-06-22 14:11:51,6,,,Timeout/Error
2026-06-22 14:11:51,7,,,Timeout/Error
2026-06-22 14:11:52,8,,,Timeout/Error
2026-06-22 14:11:53,1,,,Timeout/Error
2026-06-22 14:11:54,2,,,Timeout/Error
2026-06-22 14:11:54,3,,,Timeout/Error
2026-06-22 14:11:55,4,,,Timeout/Error
2026-06-22 14:11:56,5,,,Timeout/Error
2026-06-22 14:11:57,6,,,Timeout/Error
2026-06-22 14:11:58,7,,,Timeout/Error
2026-06-22 14:11:58,8,,,Timeout/Error
2026-06-22 14:11:59,1,,,Timeout/Error
2026-06-22 14:12:00,2,,,Timeout/Error
2026-06-22 14:12:01,3,,,Timeout/Error
2026-06-22 14:12:02,4,,,Timeout/Error
2026-06-22 14:12:02,5,,,Timeout/Error
2026-06-22 14:12:03,6,,,Timeout/Error
2026-06-22 14:12:04,7,,,Timeout/Error
2026-06-22 14:12:05,8,,,Timeout/Error
2026-06-22 14:12:06,1,,,Timeout/Error
2026-06-22 14:12:06,2,,,Timeout/Error
2026-06-22 14:12:07,3,,,Timeout/Error
2026-06-22 14:12:08,4,,,Timeout/Error
2026-06-22 14:12:09,5,,,Timeout/Error
2026-06-22 14:12:09,6,,,Timeout/Error
2026-06-22 14:12:10,7,,,Timeout/Error
2026-06-22 14:12:11,8,,,Timeout/Error
2026-06-22 14:12:12,1,,,Timeout/Error
2026-06-22 14:12:13,2,,,Timeout/Error
2026-06-22 14:12:13,3,,,Timeout/Error
2026-06-22 14:12:14,4,,,Timeout/Error
2026-06-22 14:12:15,5,,,Timeout/Error
2026-06-22 14:12:16,6,,,Timeout/Error
2026-06-22 14:12:17,7,,,Timeout/Error
2026-06-22 14:12:17,8,,,Timeout/Error
2026-06-22 14:12:18,1,,,Timeout/Error
2026-06-22 14:12:19,2,,,Timeout/Error
2026-06-22 14:12:20,3,,,Timeout/Error
2026-06-22 14:12:21,4,,,Timeout/Error
2026-06-22 14:12:21,5,,,Timeout/Error
2026-06-22 14:12:22,6,,,Timeout/Error
2026-06-22 14:12:23,7,,,Timeout/Error
2026-06-22 14:12:24,8,,,Timeout/Error
2026-06-22 14:12:24,1,,,Timeout/Error
2026-06-22 14:12:25,2,,,Timeout/Error
2026-06-22 14:12:26,3,,,Timeout/Error
2026-06-22 14:12:27,4,,,Timeout/Error
2026-06-22 14:12:28,5,,,Timeout/Error
2026-06-22 14:12:28,6,,,Timeout/Error
2026-06-22 14:12:29,7,,,Timeout/Error
2026-06-22 14:12:30,8,,,Timeout/Error
2026-06-22 14:12:31,1,,,Timeout/Error
2026-06-22 14:12:32,2,,,Timeout/Error
2026-06-22 14:12:32,3,,,Timeout/Error
2026-06-22 14:12:33,4,,,Timeout/Error
2026-06-22 14:12:34,5,,,Timeout/Error
2026-06-22 14:12:35,6,,,Timeout/Error
2026-06-22 14:12:36,7,,,Timeout/Error
2026-06-22 14:12:36,8,,,Timeout/Error
2026-06-22 14:12:37,1,,,Timeout/Error
2026-06-22 14:12:38,2,,,Timeout/Error
2026-06-22 14:12:39,3,,,Timeout/Error
2026-06-22 14:12:39,4,,,Timeout/Error
2026-06-22 14:12:40,5,,,Timeout/Error
2026-06-22 14:12:41,6,,,Timeout/Error
2026-06-22 14:12:42,7,,,Timeout/Error
2026-06-22 14:12:43,8,,,Timeout/Error
2026-06-22 14:12:43,1,,,Timeout/Error
2026-06-22 14:12:44,2,,,Timeout/Error
2026-06-22 14:12:45,3,,,Timeout/Error
2026-06-22 14:12:46,4,,,Timeout/Error
2026-06-22 14:12:47,5,,,Timeout/Error
2026-06-22 14:12:47,6,,,Timeout/Error
2026-06-22 14:12:48,7,,,Timeout/Error
2026-06-22 14:12:49,8,,,Timeout/Error
2026-06-22 14:12:50,1,,,Timeout/Error
2026-06-22 14:12:51,2,,,Timeout/Error
2026-06-22 14:12:51,3,,,Timeout/Error
2026-06-22 14:12:52,4,,,Timeout/Error
2026-06-22 14:12:53,5,,,Timeout/Error
2026-06-22 14:12:54,6,,,Timeout/Error
2026-06-22 14:12:54,7,,,Timeout/Error
2026-06-22 14:12:55,8,,,Timeout/Error
2026-06-22 14:12:56,1,,,Timeout/Error
2026-06-22 14:12:57,2,,,Timeout/Error
2026-06-22 14:12:58,3,,,Timeout/Error
2026-06-22 14:12:58,4,,,Timeout/Error
2026-06-22 14:12:59,5,,,Timeout/Error
2026-06-22 14:13:00,6,,,Timeout/Error
2026-06-22 14:13:01,7,,,Timeout/Error
2026-06-22 14:13:02,8,,,Timeout/Error
2026-06-22 14:13:02,1,,,Timeout/Error
2026-06-22 14:13:03,2,,,Timeout/Error
2026-06-22 14:13:04,3,,,Timeout/Error
2026-06-22 14:13:05,4,,,Timeout/Error
2026-06-22 14:13:06,5,,,Timeout/Error
2026-06-22 14:13:06,6,,,Timeout/Error
2026-06-22 14:13:07,7,,,Timeout/Error
2026-06-22 14:13:08,8,,,Timeout/Error
2026-06-22 14:13:09,1,,,Timeout/Error
2026-06-22 14:13:10,2,,,Timeout/Error
2026-06-22 14:13:10,3,,,Timeout/Error
2026-06-22 14:13:11,4,,,Timeout/Error
2026-06-22 14:13:12,5,,,Timeout/Error
2026-06-22 14:13:13,6,,,Timeout/Error
2026-06-22 14:13:13,7,,,Timeout/Error
2026-06-22 14:13:14,8,,,Timeout/Error
2026-06-22 14:13:15,1,,,Timeout/Error
2026-06-22 14:13:16,2,,,Timeout/Error
2026-06-22 14:13:17,3,,,Timeout/Error
2026-06-22 14:13:17,4,,,Timeout/Error
2026-06-22 14:13:18,5,,,Timeout/Error
2026-06-22 14:13:19,6,,,Timeout/Error
2026-06-22 14:13:20,7,,,Timeout/Error
2026-06-22 14:13:21,8,,,Timeout/Error
2026-06-22 14:13:21,1,,,Timeout/Error
2026-06-22 14:13:22,2,,,Timeout/Error
2026-06-22 14:13:23,3,,,Timeout/Error
2026-06-22 14:13:24,4,,,Timeout/Error
2026-06-22 14:13:25,5,,,Timeout/Error
2026-06-22 14:13:25,6,,,Timeout/Error
2026-06-22 14:13:26,7,,,Timeout/Error
2026-06-22 14:13:27,8,,,Timeout/Error
2026-06-22 14:13:28,1,,,Timeout/Error
2026-06-22 14:13:28,2,,,Timeout/Error
2026-06-22 14:13:29,3,,,Timeout/Error
2026-06-22 14:13:30,4,,,Timeout/Error
2026-06-22 14:13:31,5,,,Timeout/Error
2026-06-22 14:13:32,6,,,Timeout/Error
2026-06-22 14:13:32,7,,,Timeout/Error
2026-06-22 14:13:33,8,,,Timeout/Error
2026-06-22 14:13:34,1,,,Timeout/Error
2026-06-22 14:13:35,2,,,Timeout/Error
2026-06-22 14:13:36,3,,,Timeout/Error
2026-06-22 14:13:36,4,,,Timeout/Error
2026-06-22 14:13:37,5,,,Timeout/Error
2026-06-22 14:13:38,6,,,Timeout/Error
